x_squared,xy,y_squared,x_plus_y,x_plus_2y
0.78,-1.13,0.14,-1.75,1.89
0.09,0.42,0.2,-1.09,1.29
-0.89,1.56,-0.07,0.33,-0.4
-2.17,0.85,-1.16,0.03,-1.19
-0.62,-0.57,-0.6,0.88,-1.48
3.12,0.86,2.37,2.08,0.29
1.54,-0.52,0.85,1.03,-0.18
-3.17,-0.04,-2.13,-0.3,-1.83
-4.19,-1.66,-3.35,-2.01,-1.34
-2.86,-0.36,-2.02,-1.12,-0.9
3.38,0.94,2.57,2.27,0.3
4.12,0.51,2.92,0.89,2.02
-4.24,-1.1,-3.19,-0.82,-2.37
-3.81,-1.67,-3.09,-2.76,-0.33
-3.93,-0.74,-2.87,-1.05,-1.82
0.25,1.85,0.78,0.88,-0.1
-3.42,-0.76,-2.53,-1.19,-1.35
-3.93,-0.74,-2.86,-0.44,-2.42
-1.89,0.27,-1.17,0.75,-1.92
1.9,1.01,1.6,0.83,0.77
1.16,1.36,1.22,1.68,-0.46
-0.46,-0.21,-0.38,-0.44,0.06
0.07,-0.09,0.02,-0.92,0.93
1.76,1.34,1.62,0.08,1.55
3.2,-0.42,2.0,-0.28,2.27
-1.68,-0.36,-1.24,-0.23,-1.01
-3.01,-0.92,-2.31,-0.99,-1.32
-5.37,-1.13,-3.96,-1.11,-2.85
-0.92,-0.87,-0.9,-2.22,1.31
-3.79,0.28,-2.43,0.18,-2.62
3.19,1.16,2.51,1.82,0.7
2.16,1.03,1.79,0.15,1.63
3.89,1.34,3.04,1.25,1.79
-0.9,0.13,-0.56,-0.5,-0.05
-1.71,-1.34,-1.58,-0.34,-1.24
-1.61,0.15,-1.02,-1.34,0.32
2.24,1.32,1.93,0.29,1.65
4.93,2.09,3.98,2.46,1.52
-3.67,-2.23,-3.19,-1.62,-1.57
-0.92,1.08,-0.26,1.38,-1.64
3.81,0.6,2.74,0.66,2.08
1.02,1.46,1.16,0.59,0.58
-1.78,0.72,-0.94,0.03,-0.97
-2.06,-1.71,-1.94,-2.05,0.1
-1.89,0.72,-1.02,0.18,-1.2
-2.63,-1.83,-2.36,-1.27,-1.09
-0.54,-1.41,-0.83,-0.19,-0.64
-2.7,0.84,-1.52,0.52,-2.04
0.89,-0.14,0.55,-0.86,1.41
-2.01,0.33,-1.23,0.36,-1.6
-0.64,-0.97,-0.75,-1.95,1.2
1.51,2.28,1.77,1.29,0.48
1.72,2.42,1.95,0.98,0.97
-1.06,-0.14,-0.75,-0.87,0.12
0.2,0.12,0.17,-0.79,0.97
-5.31,-1.72,-4.11,-2.33,-1.79
3.82,-0.21,2.48,-0.09,2.57
0.42,1.48,0.77,1.65,-0.87
0.44,1.36,0.75,-0.12,0.87
2.34,0.37,1.68,1.39,0.29
-0.28,-0.14,-0.23,-0.63,0.4
-2.95,-1.38,-2.43,-0.54,-1.89
1.73,1.09,1.52,0.0,1.51
-0.84,-1.12,-0.93,-1.68,0.74
0.79,-0.41,0.39,1.2,-0.82
1.47,0.78,1.24,0.54,0.7
2.42,-1.27,1.19,-1.1,2.29
-2.07,-1.87,-2.0,-1.71,-0.29
-1.54,0.28,-0.93,-1.38,0.44
-5.73,-1.76,-4.4,-1.98,-2.43
1.36,-0.85,0.63,-1.52,2.15
0.37,-0.62,0.04,0.87,-0.84
-6.58,-2.38,-5.18,-2.55,-2.63
2.7,-0.13,1.75,0.39,1.37
-0.2,1.78,0.46,1.24,-0.78
-2.64,-0.88,-2.05,-0.43,-1.62
2.79,1.23,2.27,2.16,0.1
0.83,0.98,0.88,1.16,-0.28
1.26,2.1,1.54,0.91,0.63
-2.13,-0.55,-1.6,-1.79,0.19
-0.74,-1.71,-1.07,-1.4,0.33
-3.54,-2.11,-3.06,-2.34,-0.73
2.61,-0.49,1.57,-0.74,2.31
-1.3,-1.5,-1.36,-0.8,-0.56
0.41,-0.7,0.04,-0.45,0.49
-1.97,-1.45,-1.8,-0.57,-1.23
3.46,1.02,2.65,0.51,2.14
-1.2,-2.54,-1.65,-0.72,-0.93
1.1,-0.06,0.71,-0.99,1.71
-4.26,-2.34,-3.62,-2.33,-1.29
0.15,-1.63,-0.44,-0.49,0.04
0.09,-0.71,-0.17,0.17,-0.35
-1.46,-2.57,-1.83,-0.97,-0.86
-1.21,-1.91,-1.45,-0.21,-1.24
-3.19,-1.48,-2.62,-0.89,-1.73
2.37,-0.14,1.53,1.0,0.53
0.55,-1.08,0.01,-0.04,0.04
2.31,0.13,1.59,0.54,1.05
-0.58,-0.97,-0.71,0.11,-0.82
2.39,1.55,2.11,1.66,0.45
0.19,1.11,0.5,1.12,-0.63
1.8,0.6,1.4,0.39,1.01
0.39,-0.12,0.22,-1.21,1.42
0.41,0.04,0.29,0.76,-0.47
0.89,-0.5,0.43,-1.01,1.43
0.9,2.1,1.3,0.56,0.74
-3.38,-1.88,-2.88,-2.31,-0.57
-0.32,0.89,0.08,1.47,-1.39
1.81,2.33,1.98,1.07,0.91
2.02,0.98,1.67,0.87,0.8
0.17,1.23,0.52,-0.13,0.65
3.28,2.0,2.85,0.96,1.89
-1.19,-1.46,-1.28,-2.12,0.83
-0.57,-1.92,-1.02,-0.93,-0.09
3.16,-0.3,2.0,-0.34,2.34
1.02,0.97,1.0,0.27,0.74
0.34,0.14,0.28,0.36,-0.08
2.11,2.11,2.11,0.89,1.22
-0.28,0.23,-0.11,0.48,-0.6
-2.1,-2.34,-2.18,-0.85,-1.33
-0.19,0.15,-0.07,-1.43,1.35
0.69,0.43,0.6,1.94,-1.33
1.75,1.0,1.5,2.7,-1.2
2.39,0.33,1.7,0.75,0.95
-0.01,1.02,0.33,0.07,0.26
1.26,-0.09,0.81,-0.17,0.98
-0.09,-0.81,-0.33,-1.6,1.27
-0.22,-2.11,-0.85,-1.23,0.38
-2.23,0.8,-1.22,0.64,-1.86
2.77,-0.16,1.8,-0.63,2.43
2.82,1.37,2.34,1.14,1.19
-0.25,0.19,-0.1,-1.3,1.19
-1.46,-0.7,-1.21,-0.98,-0.23
-0.42,-0.45,-0.43,-1.64,1.21
0.12,-0.5,-0.09,0.36,-0.44
0.25,0.86,0.46,1.48,-1.02
-1.12,-0.94,-1.06,-1.58,0.52
0.43,-1.77,-0.3,-0.62,0.32
1.95,1.21,1.7,0.76,0.94
3.36,2.02,2.91,1.25,1.66
3.95,0.13,2.68,0.37,2.31
-0.43,0.89,0.01,0.86,-0.85
-0.4,-1.74,-0.85,-0.97,0.13
3.82,2.37,3.34,1.93,1.41
-4.19,-0.65,-3.01,-0.35,-2.66
1.02,-0.33,0.57,-0.39,0.96
-4.5,-0.82,-3.28,-1.0,-2.28
0.91,0.35,0.72,1.73,-1.0
3.57,1.62,2.92,1.91,1.02
-4.9,-2.0,-3.94,-1.86,-2.07
-0.42,-2.28,-1.04,-0.71,-0.33
1.92,-0.07,1.25,0.15,1.1
4.17,1.73,3.36,1.23,2.13
-4.44,-2.14,-3.67,-1.84,-1.83
2.61,0.53,1.92,1.04,0.88
1.9,2.26,2.02,1.67,0.35
-1.8,-0.18,-1.26,-0.19,-1.07
3.28,0.22,2.26,-0.0,2.26
2.78,0.35,1.97,-0.3,2.28
2.04,2.19,2.09,0.68,1.41
1.46,0.85,1.26,-0.35,1.61
-0.09,0.7,0.17,0.95,-0.77
-3.16,-1.31,-2.55,-1.84,-0.7
1.37,1.79,1.51,0.87,0.65
-1.59,-0.74,-1.31,-2.4,1.1
-0.63,-0.0,-0.42,-0.79,0.37
2.65,0.74,2.01,2.16,-0.14
-0.44,-2.53,-1.14,-1.02,-0.12
-3.32,-2.29,-2.98,-1.73,-1.24
-2.05,0.08,-1.34,-1.03,-0.31
-2.68,-2.26,-2.54,-1.66,-0.89
0.22,-0.99,-0.19,-1.58,1.39
-3.54,-0.25,-2.44,-0.49,-1.96
-4.71,-0.96,-3.46,-1.37,-2.09
-0.51,-1.49,-0.84,-1.13,0.3
-1.38,-1.2,-1.32,-1.06,-0.26
-3.05,-0.06,-2.05,-0.09,-1.96
1.2,0.73,1.04,2.32,-1.28
1.41,-0.68,0.71,0.85,-0.14
-3.62,-1.53,-2.92,-0.99,-1.93
-1.25,-0.39,-0.96,0.63,-1.59
2.73,1.36,2.27,0.41,1.86
2.15,0.83,1.71,-0.09,1.8
2.92,1.77,2.54,0.68,1.86
2.98,0.58,2.18,0.44,1.74
4.7,1.67,3.69,1.18,2.51
2.93,1.73,2.53,2.12,0.41
0.69,-1.46,-0.03,-1.19,1.16
-1.59,0.33,-0.95,0.3,-1.24
2.27,0.89,1.81,1.71,0.1
1.96,2.41,2.11,0.96,1.16
-6.21,-2.56,-5.0,-2.68,-2.32
0.15,1.75,0.68,0.99,-0.3
3.37,0.43,2.39,0.28,2.11
0.22,0.54,0.33,1.34,-1.01
2.37,1.68,2.14,0.57,1.56
1.54,0.85,1.31,0.02,1.29
0.18,0.33,0.23,1.02,-0.79
-1.9,-0.53,-1.44,-2.17,0.73
-3.62,-0.31,-2.52,-0.51,-2.01
-1.68,-0.53,-1.3,-1.7,0.4
0.4,0.69,0.5,0.36,0.14
-3.74,-1.97,-3.15,-1.56,-1.59
-4.67,-1.67,-3.67,-1.54,-2.13
2.23,1.27,1.91,2.02,-0.11
4.83,2.69,4.12,2.14,1.98
-0.19,-1.19,-0.52,0.28,-0.81
-3.42,0.1,-2.25,0.07,-2.32
-2.02,-1.41,-1.82,-1.06,-0.75
-1.57,-0.66,-1.27,-2.25,0.98
-2.39,-1.36,-2.05,-2.25,0.2
6.71,2.63,5.35,2.82,2.53
1.74,0.74,1.41,1.32,0.08
1.45,1.03,1.31,1.6,-0.29
2.85,0.31,2.01,1.1,0.91
-0.88,1.57,-0.06,1.09,-1.15
-1.15,0.44,-0.62,0.89,-1.51
-3.13,0.37,-1.96,0.5,-2.46
-0.46,0.19,-0.24,-0.65,0.4
0.44,1.67,0.85,1.43,-0.58
1.35,0.85,1.18,1.57,-0.39
-2.58,-1.73,-2.29,-1.64,-0.65
2.49,1.46,2.14,1.19,0.95
-1.15,-1.77,-1.36,-0.95,-0.41
-6.03,-2.24,-4.77,-2.48,-2.29
2.08,2.22,2.12,1.35,0.78
-4.19,-1.95,-3.44,-2.59,-0.85
-0.82,-0.65,-0.76,-1.99,1.23
-3.39,-1.48,-2.75,-2.66,-0.09
0.37,0.26,0.33,1.02,-0.69
1.8,0.84,1.48,2.12,-0.64
0.94,0.82,0.9,1.3,-0.4
-0.88,-1.23,-1.0,0.26,-1.26
-1.9,-0.24,-1.35,-1.93,0.58
-1.26,-2.72,-1.75,-0.9,-0.85
4.54,2.78,3.96,1.87,2.08
2.72,0.52,1.98,0.4,1.58
0.45,-0.19,0.24,-0.63,0.87
-0.6,-0.9,-0.7,-0.28,-0.42
-0.98,-0.03,-0.66,0.04,-0.7
0.1,-0.72,-0.17,0.71,-0.88
-3.95,0.45,-2.49,0.41,-2.89
0.29,0.29,0.29,0.54,-0.25
-3.68,-0.82,-2.73,-0.85,-1.87
-1.31,1.27,-0.45,0.44,-0.9
0.92,0.02,0.62,1.73,-1.11
-3.35,-2.1,-2.93,-1.4,-1.53
-0.16,0.98,0.22,-0.71,0.94
-4.63,-1.78,-3.68,-1.9,-1.78
3.28,1.33,2.63,1.23,1.4
-2.88,-0.75,-2.17,-0.14,-2.03
-0.76,0.99,-0.18,-0.44,0.26
-1.71,-0.01,-1.14,-1.25,0.11
-3.66,-1.67,-3.0,-2.22,-0.78
2.94,1.29,2.39,2.11,0.27
0.82,0.11,0.59,-0.28,0.87
-1.07,-0.86,-1.0,0.09,-1.1
-1.06,0.08,-0.68,0.77,-1.45
-0.46,1.84,0.31,0.94,-0.63
-5.34,-1.89,-4.19,-1.87,-2.32
0.22,0.78,0.41,0.48,-0.07
-2.41,-1.71,-2.17,-1.1,-1.07
-4.53,-1.06,-3.38,-1.64,-1.73
0.35,-1.04,-0.11,-1.17,1.06
4.06,2.14,3.42,1.98,1.44
-0.24,0.24,-0.08,-1.32,1.24
1.2,-0.93,0.49,0.57,-0.08
-2.84,-0.8,-2.16,-1.03,-1.13
-1.89,0.28,-1.17,-0.62,-0.54
5.73,1.75,4.41,2.02,2.39
-1.22,-0.55,-0.99,-1.56,0.56
-2.41,-0.07,-1.63,0.18,-1.81
4.88,1.37,3.71,1.97,1.74
-1.55,0.22,-0.96,0.92,-1.88
-3.54,-1.74,-2.94,-2.0,-0.95
-4.98,-1.95,-3.97,-2.22,-1.75
1.32,0.7,1.11,0.32,0.79
2.79,0.04,1.87,0.4,1.47
-0.98,-0.08,-0.68,-0.48,-0.2
-1.8,-0.9,-1.5,-2.2,0.7
-3.05,-1.75,-2.62,-2.31,-0.31
-4.22,-1.77,-3.4,-1.75,-1.65
-1.59,-0.04,-1.07,-1.2,0.12
-1.33,1.16,-0.5,1.36,-1.86
-1.68,-0.96,-1.44,0.29,-1.73
2.42,1.07,1.97,0.32,1.65
1.31,1.79,1.47,1.22,0.26
-3.55,-2.01,-3.03,-1.38,-1.66
1.74,1.3,1.59,1.75,-0.16
-4.71,-1.6,-3.67,-2.51,-1.16
-3.83,-1.81,-3.16,-1.21,-1.94
3.1,0.43,2.21,0.0,2.21
0.07,0.67,0.27,0.76,-0.49
0.41,-0.61,0.07,-0.98,1.05
0.29,2.42,1.0,1.08,-0.08
1.93,1.9,1.92,0.77,1.15
-2.57,-0.84,-1.99,-0.43,-1.56
-5.53,-1.22,-4.09,-1.33,-2.77
-0.82,-0.55,-0.73,-1.58,0.85
5.57,2.2,4.45,2.62,1.83
-0.24,-1.51,-0.66,-1.12,0.45
-3.1,-0.95,-2.38,-0.45,-1.93
1.79,-0.53,1.02,-0.39,1.41
-0.22,0.0,-0.15,0.6,-0.74
1.0,1.07,1.02,1.26,-0.24
1.25,2.32,1.6,0.92,0.69
3.45,-0.62,2.09,-0.49,2.58
-2.52,-1.56,-2.2,-1.36,-0.83
-4.64,-1.98,-3.75,-1.61,-2.14
-0.32,0.63,-0.0,0.99,-0.99
4.61,1.77,3.66,1.71,1.95
1.4,-0.25,0.85,-0.25,1.11
0.29,1.25,0.61,0.49,0.12
-4.25,-2.05,-3.51,-2.22,-1.29
1.63,1.46,1.57,0.49,1.08
-4.0,-0.06,-2.69,-0.23,-2.47
-1.81,0.27,-1.12,0.56,-1.68
-0.57,0.39,-0.25,1.55,-1.8
-2.33,-1.22,-1.96,-1.48,-0.49
-1.69,0.34,-1.01,-0.7,-0.32
-1.09,-0.66,-0.95,-1.89,0.93
1.6,2.09,1.77,1.1,0.66
-3.98,-1.52,-3.16,-1.29,-1.87
-1.06,-2.01,-1.37,-1.57,0.19
-3.3,-0.42,-2.34,-1.2,-1.14
-0.32,-0.27,-0.3,-1.33,1.03
0.27,1.36,0.63,0.1,0.53
-1.06,0.71,-0.47,1.61,-2.08
0.09,1.11,0.43,0.72,-0.29
-2.1,-2.19,-2.13,-1.66,-0.47
-3.75,-0.58,-2.69,-0.75,-1.94
-6.2,-2.88,-5.1,-2.5,-2.6
1.5,1.3,1.43,1.61,-0.18
-1.2,-0.12,-0.84,-0.23,-0.61
-0.53,0.4,-0.22,0.86,-1.08
-4.13,-1.19,-3.15,-1.58,-1.57
2.95,-0.62,1.76,-0.33,2.09
-2.62,-1.15,-2.13,-0.9,-1.23
0.42,-1.6,-0.25,-1.08,0.82
-0.81,1.22,-0.14,1.31,-1.45
0.1,1.24,0.48,1.81,-1.32
1.05,0.76,0.95,1.36,-0.41
-0.19,0.44,0.02,1.58,-1.56
-1.32,-2.27,-1.64,-0.86,-0.78
-0.21,0.46,0.01,1.68,-1.67
-2.33,0.95,-1.24,0.43,-1.67
-1.42,-0.77,-1.21,-1.01,-0.2
-3.12,-0.71,-2.31,-0.97,-1.34
-3.96,-0.27,-2.73,-0.61,-2.12
-3.22,0.23,-2.07,0.04,-2.11
0.31,1.42,0.68,0.35,0.33
0.43,-0.29,0.19,1.22,-1.03
4.4,1.81,3.53,2.7,0.83
-1.99,0.5,-1.16,1.03,-2.19
-0.83,-1.24,-0.97,-1.06,0.1
1.79,-0.89,0.9,-0.23,1.13
-0.86,-1.36,-1.03,-0.01,-1.02
3.77,1.97,3.17,2.59,0.58
-0.13,1.22,0.32,1.42,-1.1
0.13,1.33,0.53,0.42,0.11
1.31,-0.05,0.86,0.89,-0.03
-1.25,-2.14,-1.55,-1.0,-0.54
1.92,0.86,1.56,1.28,0.28
3.72,2.69,3.38,1.84,1.54
-0.88,-1.29,-1.02,-1.29,0.28
-4.46,-1.76,-3.56,-1.41,-2.15
-3.09,-1.08,-2.42,-0.45,-1.97
3.38,0.82,2.53,2.03,0.49
1.88,1.76,1.84,2.04,-0.2
-1.25,-1.05,-1.18,0.03,-1.21
0.52,1.46,0.84,1.92,-1.08
-3.55,-1.78,-2.96,-1.92,-1.04
-2.98,-1.12,-2.36,-2.25,-0.11
5.55,1.35,4.15,1.52,2.62
3.79,1.68,3.09,1.33,1.75
1.61,1.13,1.45,1.21,0.24
-0.61,-0.07,-0.43,0.97,-1.4
2.68,1.81,2.39,1.14,1.25
1.82,-0.63,1.01,-0.81,1.82
-5.71,-2.27,-4.56,-2.64,-1.92
-1.19,-1.42,-1.27,-2.12,0.85
-3.95,-1.69,-3.2,-1.78,-1.42
-1.98,-0.17,-1.38,-1.39,0.01
-2.58,-0.75,-1.97,-0.62,-1.35
0.63,1.16,0.81,-0.16,0.97
-2.87,0.48,-1.76,-0.08,-1.67
-1.01,1.16,-0.29,0.51,-0.8
2.98,1.46,2.47,1.75,0.72
-0.82,-0.87,-0.84,-1.12,0.29
-1.61,0.32,-0.97,0.5,-1.47
-1.78,-2.17,-1.91,-0.98,-0.94
2.57,0.18,1.77,-0.04,1.82
5.4,1.93,4.24,1.66,2.58
-3.14,-0.51,-2.27,-0.58,-1.69
-1.65,0.97,-0.77,1.36,-2.13
-0.72,-2.39,-1.28,-0.87,-0.41
-0.75,-0.55,-0.68,0.74,-1.42
-3.64,-0.17,-2.48,-0.79,-1.69
-1.32,0.78,-0.62,1.43,-2.05
-1.44,0.75,-0.71,0.63,-1.34
1.76,-0.82,0.9,-0.41,1.31
-0.69,-1.44,-0.94,-0.15,-0.79
-0.9,0.27,-0.51,1.36,-1.87
-1.47,-1.42,-1.46,-1.16,-0.3
0.01,-0.07,-0.02,-0.65,0.63
-1.82,-1.07,-1.57,-1.16,-0.41
-0.58,1.15,-0.01,-0.7,0.69
-2.63,-1.86,-2.37,-2.06,-0.31
-2.3,-1.21,-1.94,-1.01,-0.93
3.22,1.22,2.56,1.45,1.1
-0.49,-1.72,-0.9,-0.19,-0.71
-2.27,-0.52,-1.69,-1.6,-0.09
-0.98,-1.24,-1.07,-1.21,0.15
3.5,1.92,2.98,1.86,1.12
2.02,0.82,1.62,0.58,1.04
2.49,-1.15,1.28,-0.88,2.16
-3.86,-0.06,-2.59,-0.07,-2.52
-4.19,-0.63,-3.01,-0.42,-2.59
0.76,-1.68,-0.05,-1.08,1.03
-0.64,-0.93,-0.74,-1.18,0.44
-0.6,-0.51,-0.57,-1.35,0.78
1.37,0.85,1.2,2.32,-1.12
1.78,1.41,1.66,0.87,0.79
-0.13,0.89,0.21,1.35,-1.14
1.71,-0.08,1.11,-0.31,1.42
-4.16,-1.37,-3.23,-2.0,-1.23
4.98,2.03,4.0,2.79,1.2
4.97,1.36,3.76,1.23,2.54
2.37,1.04,1.93,0.4,1.52
1.67,0.83,1.39,1.83,-0.44
0.64,-0.67,0.2,-1.13,1.33
4.78,1.31,3.62,1.73,1.89
-6.43,-2.72,-5.19,-2.46,-2.73
-1.76,0.85,-0.89,0.69,-1.58
5.03,1.46,3.84,1.71,2.13
-2.33,-0.11,-1.59,0.28,-1.87
3.54,0.91,2.67,1.12,1.55
-1.61,-0.71,-1.31,-0.63,-0.68
2.68,1.75,2.37,0.61,1.75
1.57,1.31,1.48,1.16,0.32
-3.13,-2.56,-2.94,-1.86,-1.08
1.47,0.77,1.24,2.45,-1.21
-0.97,-1.28,-1.07,-1.66,0.58
-0.03,0.61,0.18,0.53,-0.35
2.43,0.52,1.79,2.18,-0.39
-3.34,-1.85,-2.85,-1.37,-1.48
-4.26,-2.03,-3.51,-2.46,-1.05
4.2,0.9,3.1,1.05,2.05
3.13,0.2,2.15,0.96,1.19
1.73,-0.09,1.12,-0.44,1.56
-4.86,-1.21,-3.64,-0.96,-2.68
-0.49,-0.24,-0.41,-1.13,0.72
3.66,0.71,2.68,1.2,1.48
0.36,0.95,0.55,0.17,0.39
3.3,0.72,2.44,0.94,1.5
1.85,0.28,1.32,2.09,-0.77
-2.22,-2.07,-2.17,-0.79,-1.38
-0.67,0.5,-0.28,1.57,-1.85
-1.93,0.03,-1.28,0.81,-2.09
-3.24,-0.75,-2.41,-0.08,-2.33
-0.83,-0.89,-0.85,-0.91,0.06
-1.39,-0.87,-1.21,-1.04,-0.17
-2.55,-1.22,-2.11,-0.48,-1.62
2.44,0.93,1.93,1.9,0.03
3.58,-0.26,2.3,-0.44,2.74
0.68,-0.26,0.37,-1.21,1.58
-1.55,0.6,-0.83,-0.14,-0.69
4.89,2.29,4.02,1.75,2.28
3.7,0.61,2.67,0.42,2.26
-4.24,-1.78,-3.42,-1.14,-2.28
0.87,1.82,1.19,0.32,0.87
-1.66,1.35,-0.65,1.04,-1.69
4.07,0.31,2.81,0.7,2.11
3.33,1.33,2.66,0.55,2.11
-1.52,0.04,-1.0,-0.87,-0.13
1.36,2.46,1.72,0.68,1.04
1.84,-0.41,1.09,0.96,0.13
3.13,0.65,2.3,1.53,0.77
2.96,2.22,2.71,1.91,0.8
-3.11,-2.63,-2.95,-1.5,-1.46
0.08,-0.94,-0.26,-0.81,0.55
2.2,1.36,1.92,0.49,1.43
-1.7,0.71,-0.89,0.65,-1.55
-2.11,-0.84,-1.69,0.14,-1.83
-0.84,-0.48,-0.72,-0.8,0.08
-1.66,-1.51,-1.61,-2.25,0.64
-3.41,0.11,-2.24,0.37,-2.6
-2.29,-1.73,-2.11,-2.03,-0.08
1.86,-0.53,1.07,0.5,0.57
2.63,0.58,1.94,0.29,1.65
-0.25,-1.19,-0.56,-0.86,0.29
0.47,0.69,0.54,0.61,-0.07
-1.96,0.78,-1.04,0.99,-2.04
-0.99,-2.22,-1.4,-0.51,-0.89
-1.22,-1.77,-1.4,-1.15,-0.26
0.29,0.78,0.45,0.04,0.42
3.04,0.05,2.05,-0.44,2.48
-0.89,-0.02,-0.6,0.47,-1.07
3.07,0.16,2.1,1.07,1.03
1.26,1.82,1.45,0.47,0.97
-3.07,-2.61,-2.92,-1.28,-1.63
0.13,0.53,0.26,0.51,-0.25
2.45,1.05,1.98,2.38,-0.4
-1.56,-1.58,-1.57,-1.2,-0.37
2.14,1.35,1.88,2.16,-0.28
-0.82,-1.6,-1.08,0.08,-1.17
-1.21,-0.6,-1.01,-1.0,-0.01
2.96,1.03,2.31,0.35,1.96
-0.29,1.19,0.2,0.07,0.14
2.52,0.41,1.82,-0.13,1.95
-1.57,-0.61,-1.25,0.15,-1.4
-1.46,0.31,-0.87,0.03,-0.9
-0.46,-1.28,-0.74,-0.51,-0.23
1.92,0.94,1.59,1.16,0.43
